,WT,WT,WT,WT,WT,C9,C9,C9,C9,C9
Centre time (s),160.765396995708,85.3004291845494,111.766791845494,74.5708154506438,67.5965665236051,78.3261802575107,82.618025751073,112.124463519313,,
