,WT,WT,WT,WT,WT,C9,C9,C9,C9,C9
Periphery time (s),93.6453002616382,101.818784300953,98.8365671514732,102.73922165595,102.960126629986,102.683977022102,101.653123960765,99.3520120724807,,
