,WT_Pre,WT_Pre,WT_Pre,WT_Pre,WT_Pre,C9_Pre,C9_Pre,C9_Pre,C9_Pre,C9_Pre
dist (cm),113.213176643219,111.524649253887,91.7765125588749,108.375519289382,75.1101422546375,109.683587999513,114.038081464226,114.284185838673,,
