,WT,WT,WT,WT,WT,C9,C9,C9,C9,C9
Periphery preference %,93.7299622660821,101.53766928535,98.7938977200384,102.626374212994,103.312096515535,102.264310807836,101.77901547695,98.8145448304797,,
