,WT,WT,WT,WT,WT,C9,C9,C9,C9,C9
Periphery time (s),101.259144628579,100.731570064711,103.967360716067,95.7020258856521,98.339898704992,100.168820342571,88.5973586093937,95.5965109728785,,
